Timestamp,CWND,RTT
3.0994415283203125e-06,20,32.219
0.012990951538085938,24,36.534
0.025578975677490234,27,43.863
0.03782796859741211,29,49.585
0.05000805854797363,34,64.222
0.06201910972595215,36,70.615
0.07410907745361328,39,80.303
0.08635616302490234,40,84.807
0.0993349552154541,40,84.807
0.1117560863494873,40,84.807
0.12449002265930176,40,84.807
0.1370689868927002,31,92.66
0.15008115768432617,31,92.66
0.16328215599060059,21,99.242
0.17575407028198242,19,112.042
0.18889808654785156,18,116.22
0.2013380527496338,18,116.22
0.21442008018493652,18,116.22
0.2274320125579834,18,116.22
0.24019193649291992,18,116.22
0.2535281181335449,18,116.22
0.26583194732666016,18,116.22
0.2780489921569824,12,118.193
0.2901730537414551,13,119.919
0.30253005027770996,17,122.545
0.3144960403442383,19,122.449
0.32662296295166016,19,122.449
0.33870410919189453,19,122.449
0.3506960868835449,19,122.449
0.3631010055541992,19,122.449
0.3760709762573242,19,122.449
0.3893890380859375,19,122.449
0.4015791416168213,20,124.781
0.4134399890899658,20,124.781
0.4261040687561035,20,124.781
0.43828511238098145,13,124.781
0.4514141082763672,13,124.781
0.46402597427368164,13,124.781
0.4761381149291992,13,124.781
0.48844408988952637,13,124.781
0.5003399848937988,13,124.781
0.5123369693756104,13,124.781
0.5245850086212158,13,124.781
0.5368249416351318,13,124.781
0.5502769947052002,12,129.487
0.5623600482940674,12,129.487
0.5741920471191406,15,132.575
0.5871829986572266,18,136.596
0.6003639698028564,18,136.596
0.613490104675293,18,136.596
0.6255431175231934,18,136.596
0.6376800537109375,18,136.596
0.6505880355834961,18,136.596
0.662755012512207,18,136.596
0.6749720573425293,18,136.596
0.6874959468841553,20,137.739
0.6998879909515381,20,137.739
0.7127640247344971,20,138.104
0.7263000011444092,12,143.837
0.7387440204620361,12,143.837
0.7512450218200684,12,143.837
0.7633869647979736,12,143.837
0.775738000869751,12,143.837
0.7880949974060059,12,143.837
0.8001079559326172,12,143.837
0.8120391368865967,10,140.29
0.8242311477661133,10,137.302
0.8368170261383057,10,137.302
0.8490331172943115,10,134.399
0.8611810207366943,10,133.11
0.8737859725952148,10,133.11
0.886167049407959,10,133.11
0.8983910083770752,10,133.11
0.911445140838623,10,133.11
0.9234180450439453,10,133.11
0.935723066329956,10,133.11
0.9479970932006836,10,133.233
0.9615120887756348,10,133.476
0.9742491245269775,10,133.476
0.9881319999694824,10,134.348
1.0010061264038086,9,135.539
1.0130650997161865,9,135.539
1.025928020477295,9,135.539
1.0398621559143066,9,135.539
1.052126169204712,9,135.539
1.0645980834960938,9,135.539
1.077929973602295,9,135.539
1.090083122253418,9,137.057
1.1038060188293457,9,137.777
1.1159789562225342,9,137.951
1.1292550563812256,8,137.106
1.141179084777832,8,137.106
1.1531131267547607,8,137.106
1.1665070056915283,8,137.106
1.1804311275482178,8,137.106
1.192260980606079,8,137.106
1.2038190364837646,8,137.106
1.2158851623535156,8,137.106
1.2279150485992432,4,135.917
1.2421150207519531,4,135.917
1.2547540664672852,4,136.078
1.2669501304626465,4,136.631
1.278874158859253,4,136.631
1.2913670539855957,4,136.631
1.3042800426483154,4,136.631
1.3168020248413086,4,136.631
1.3298730850219727,4,136.631
1.343764066696167,4,136.631
1.355802059173584,3,136.631
1.3687231540679932,3,136.631
1.3809590339660645,3,136.631
1.3935420513153076,3,134.675
1.405364990234375,3,134.675
1.4173200130462646,3,134.675
1.429274082183838,3,134.675
1.4413151741027832,3,134.675
1.4539501667022705,3,134.675
1.4668941497802734,4,132.341
1.4806640148162842,4,132.341
1.492894172668457,4,132.341
1.505924940109253,4,127.955
1.5186741352081299,4,127.955
1.5319609642028809,4,127.955
1.5439810752868652,4,127.955
1.5568909645080566,4,127.955
1.5699341297149658,4,127.955
1.582118034362793,4,127.955
1.5954251289367676,3,127.941
1.6088521480560303,3,127.941
1.6219079494476318,3,127.941
1.636146068572998,3,129.231
1.6487319469451904,3,129.231
1.6623060703277588,3,129.231
1.6743011474609375,3,129.231
1.6867971420288086,3,129.231
